"sentence","tag"
"staff comforting welcoming. posh hotel in, long time girlfriends experience 5 star hotel best experience gotten. perfect staff highlight.","Facilities"
"just perfect","Facilities"
"just perfect beautiful","Facilities"
"ambiance, hospitality staff, notch amenities restaurants","Facilities"
"whats like. stunning hotel!","Facilities"
"nothing. theres dislike","Facilities"
"everything, fault anything. perfect modern luxurious room service impeccable","Facilities"
"staff really helpful welcoming! definitely recommend time stay longer!","Facilities"
"staff kind helpful. room fairly spacious quite clean. subway station close!","Facilities"
"mattress soft. personally like firm more.","Facilities"
"beautiful hotel. special extra touches young children","Facilities"
"beautifully decorated hotel , large room view fantastic swimming pool. perfectly located city, near wonderfull leadenhall marked spitafields close liverpool station. concierge really helpfull recommanding booking restaurants.","Facilities"
"everything, staff, room, location, restaurant, bar, comfort","Facilities"
"amazing!!","Facilities"
"pan pacific perfect","Facilities"
"location hotel excellent central london stones throw tube. view room 17th floor amazing. room modern, super clean expected amenities.","Facilities"
"speed service garden lily improved.","Facilities"
"everything. best hotel london bar none. beautiful rooms excellent facilities. ideally placed tube food drinks.","Facilities"
"hotel located convenient location near public transport, stores well. customer service excellent, hotel staff friendly helpful.","Facilities"
"thing note heavy traffic travel inout hotel peak hour main mode travel taxicar. normal london anyway.","Facilities"
"dislike hotel . price pay , really worth . close underground , bus stops , convenient store , easy . staff trained , good mannered . house keepers remember names greeting . cloths folded , charger cables rolled simply step beyond. pan pacific london !","Facilities"
"really .","Facilities"
"exceptional caring , welcoming friendly professional staff hotel especially reception concierge. lovely large rooms wellness style bathroom. nice pool morning laps .","Facilities"
"mention","Facilities"
"amazing property excellent facilities","Facilities"
"cabbies new bit way!","Facilities"
"loved rooms bathrooms stunning. roomy cosey bright beds comfy too. great views. felt modern classic cosey. clean great products room. staff outstanding","Facilities"
"downstairs cafe bar didnt work just felt misfit","Facilities"
"comforts design hotel, staff pleasant, leisurewellbeing area brilliant location","Facilities"
"beautifully fitted hotel superb swimming pool spa facilities. level service experienced london nice personal touch. impressive place.","Facilities"
"just perfect","Facilities"
"exceptional hotel staff welcomes guests utmost attention. exemplary model higher standard hotels.","Facilities"
"excellent facilities, staff extremely welcoming, helpful professional. rooms incredibly comfortable, quiet equipped. loved swimming pool.","Facilities"
"think","Facilities"
"everything!","Facilities"
"loved location, beauty hotel swimming pool welcoming staff","Facilities"
"staff excellent, emily checkin nice speak","Facilities"
"lobby small par 5 star hotel","Facilities"
"service","Facilities"
"issues !","Facilities"
"fantastic hotel. clean comfortable. staff went way help everything.","Facilities"
"breakfast nice pricey.","Facilities"
"staff extremely friendly helpful. us. room large exceptionally clean beautifully presented. luxury hotel london worth trip.","Facilities"
"nothing! excellent.","Facilities"
"lovely stay pan pacific. service excellent. especially stayed walbrook suite benefit butler service. vijay attentive helpful.","Facilities"
"downside charged daily room rate specified booking.com booked payment property stayed prior.","Facilities"
"clean, dark night light day quiet rooms despite busy centre. fitness facilities good. great attentive courteous staff.","Facilities"
"service exceptional walking arrival left. felt going make feel comfortable special.","Facilities"
"room service overpriced opinion. 35 english breakfast example, walking road hyatt 17.","Facilities"
"nice building. asian stule","Facilities"
"tiny light switches, easy understand bad waterpressure shower 18th floor","Facilities"
"location, view room swimming pool.","Facilities"
"bathtube short. im 6.2 stretch legs","Facilities"
"upscale , elegant hotel.","Facilities"
"thing missing vanity mirror bathroom. little crucial","Facilities"
"everything. perfect location, exquisite hotel facilities, staff, services, cocktails absolutely fabulous. came back, sure.","Facilities"
"nothing. amazing.","Facilities"
"staff fantastic facilities amazing. hotel rooms beautiful spacious. really does feel 5 more!! location just perfect.","Facilities"
"definitely tourist destination","Facilities"
"everything, staff impeccable!","Facilities"
"staff make experience. hotel more. stay.","Facilities"
"lovely building. clean staff polite.","Facilities"
"expensive nights stay. breakfast included rate.","Facilities"
"beautiful modern property, tastefully furnished. impeccable service. loved stay definitely come back.","Facilities"
"breakfast buffet small definitely like straits kitchen pan pacific hotels asia pacific region.","Facilities"
"staff attentive professional","Facilities"
"liked everything. hotel amazing staff accommodating. definitely feel welcome.","Facilities"
"really isnt add 2 previous reviews, hotel quite simply best london me, check time given unexpected room upgrade free charge wallbrook suite bishopsgate suite, wow room perfect, views, bed, space 1110...i actually spa massage time enjoyable, took evening dinner straits kitchen food immense, tried silver leaf new stayed, casual slightly difficult understand cocktail menu bar tenders helpful.....took early morning swin sauna appart partner delight","Facilities"
"queue lifts check bad timing think honda party people meeting hall area....took like 15 mins check desk going lift..glad clear went lifts dressing gowns spa","Facilities"
"fine location, high quality hotel","Facilities"
"pretty thing","Facilities"
"pool area busy noisy! men locker room kept! water place towels available. restaurant average me. hotel eat again.","Facilities"
